ref_id,player,event_name,event_date,round,level,year,period,depth_label,needs_points,needs_shots,sofascore,sofascore_read_directly,sofascore_unobserved,sofascore_observed,live_tennis_api,live_tennis_api_june_sample,sackmann_pbp_copies,tennis_abstract_web,live_tennis_api_archive,sportradar,tdi_tennis_results,infront_itf,enetpulse,stats_perform,slam_feeds,atp_tracking
H0A4:atp:2021/9649/ms011:BV25,Nick Hardt,Antalya 4,2021-12-06,R16,Challenger main draw,2021,2019-21,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2021/9649/ms022:K0DP,Nick Hardt,Antalya 4,2021-12-06,R32,Challenger main draw,2021,2019-21,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2021/9653/ms014:BT68,Nick Hardt,Maia 2,2021-12-13,R16,Challenger main draw,2021,2019-21,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2021/9653/ms028:D985,Nick Hardt,Maia 2,2021-12-13,R32,Challenger main draw,2021,2019-21,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9194/ms013:R09X,Nick Hardt,Columbus,2022-01-24,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9194/ms026:H940,Nick Hardt,Columbus,2022-01-24,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9194/qs013:N0AM,Nick Hardt,Columbus,2022-01-24,Q2,Challenger qualifying,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9194/qs027:M0PB,Nick Hardt,Columbus,2022-01-24,Q1,Challenger qualifying,2022,2022-23,Missing,True,True,False,False,False,True,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9154/qs010:GK06,Nick Hardt,Cleveland,2022-01-31,Q2,Challenger qualifying,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9154/qs021:AB71,Nick Hardt,Cleveland,2022-01-31,Q1,Challenger qualifying,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/8247/ms005:A0B6,Nick Hardt,M25 Cancun,2022-02-14,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/8247/ms010:GB41,Nick Hardt,M25 Cancun,2022-02-14,R16,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/8247/ms020:N0DR,Nick Hardt,M25 Cancun,2022-02-14,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7197/ms001:W857,Nick Hardt,M25 Santo Domingo,2022-02-21,F,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7197/ms002:CF88,Nick Hardt,M25 Santo Domingo,2022-02-21,SF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7197/ms005:PF65,Nick Hardt,M25 Santo Domingo,2022-02-21,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7197/ms010:BP79,Nick Hardt,M25 Santo Domingo,2022-02-21,R16,ITF main draw,2022,2022-23,Shot-by-shot chart,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7197/ms020:L0G8,Nick Hardt,M25 Santo Domingo,2022-02-21,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9699/ms000:T0AB,Nick Hardt,G2 DOM vs VIE Round 1,2022-02-28,RR,Davis Cup,2022,2022-23,Missing,True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9820/ms023:BS86,Nick Hardt,Santa Cruz De La Sierra 2,2022-03-21,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/59/ms022:AC58,Nick Hardt,Salinas,2022-04-04,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/5069/qs024:EA13,Nick Hardt,Sarasota,2022-04-11,Q1,Challenger qualifying,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/692/qs020:MM78,Nick Hardt,Tallahassee,2022-04-18,Q1,Challenger qualifying,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1200/ms013:D985,Nick Hardt,Salvador De Bahia,2022-05-02,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1200/ms026:C0DF,Nick Hardt,Salvador De Bahia,2022-05-02,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7707/ms024:A09T,Nick Hardt,Francavilla al Mare,2022-05-16,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/331/ms005:L0CX,Nick Hardt,M25 Mataro,2022-05-23,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/331/ms011:R0BF,Nick Hardt,M25 Mataro,2022-05-23,R16,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/331/ms023:GE28,Nick Hardt,M25 Mataro,2022-05-23,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9879/ms001:LC12,Nick Hardt,M25 La Nucia,2022-05-30,F,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9879/ms003:RB60,Nick Hardt,M25 La Nucia,2022-05-30,SF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9879/ms006:J737,Nick Hardt,M25 La Nucia,2022-05-30,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9879/ms013:M0EY,Nick Hardt,M25 La Nucia,2022-05-30,R16,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9879/ms027:C0KH,Nick Hardt,M25 La Nucia,2022-05-30,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1208/ms004:FA43,Nick Hardt,Corrientes,2022-06-13,QF,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1208/ms009:H0DU,Nick Hardt,Corrientes,2022-06-13,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1208/ms019:T0AF,Nick Hardt,Corrientes,2022-06-13,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1210/ms009:N0BS,Nick Hardt,Buenos Aires (Argentino),2022-06-20,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1210/ms019:T0AF,Nick Hardt,Buenos Aires (Argentino),2022-06-20,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9814/ms030:J737,Nick Hardt,Cali,2022-06-27,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7389/ms003:FA43,Nick Hardt,Bogota,2022-07-04,SF,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7389/ms006:J737,Nick Hardt,Bogota,2022-07-04,QF,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7389/ms013:H0C9,Nick Hardt,Bogota,2022-07-04,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7389/ms027:K0AZ,Nick Hardt,Bogota,2022-07-04,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9554/ms002:M0EA,Nick Hardt,M25 Esch/Alzette,2022-07-18,SF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9554/ms005:LF29,Nick Hardt,M25 Esch/Alzette,2022-07-18,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9554/ms010:G0CV,Nick Hardt,M25 Esch/Alzette,2022-07-18,R16,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9554/ms020:V0BP,Nick Hardt,M25 Esch/Alzette,2022-07-18,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1586/ms001:N0BS,Nick Hardt,M25 Denia,2022-07-25,F,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1586/ms003:DA86,Nick Hardt,M25 Denia,2022-07-25,SF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1586/ms007:M0GX,Nick Hardt,M25 Denia,2022-07-25,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1586/ms015:O0AP,Nick Hardt,M25 Denia,2022-07-25,R16,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/1586/ms031:N0BA,Nick Hardt,M25 Denia,2022-07-25,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/572/ms001:M0AC,Nick Hardt,M25 Wetzlar,2022-08-01,F,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/572/ms002:C0JP,Nick Hardt,M25 Wetzlar,2022-08-01,SF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/572/ms004:CH12,Nick Hardt,M25 Wetzlar,2022-08-01,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/572/ms008:R0ED,Nick Hardt,M25 Wetzlar,2022-08-01,R16,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/572/ms016:MK26,Nick Hardt,M25 Wetzlar,2022-08-01,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7201/ms011:T0A1,Nick Hardt,Santo Domingo,2022-08-15,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7201/ms022:LB07,Nick Hardt,Santo Domingo,2022-08-15,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/4206/ms000:O0BQ,Nick Hardt,G2 LAT vs DOM Round 1,2022-09-12,RR,Davis Cup,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/4206/ms000:T0HY,Nick Hardt,G2 LAT vs DOM Round 1,2022-09-12,RR,Davis Cup,2022,2022-23,"Result, no statistics",True,True,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7913/ms029:S0GR,Nick Hardt,Braga,2022-09-19,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7742/qs020:F0F2,Nick Hardt,Lisbon,2022-09-26,Q1,Challenger qualifying,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7909/ms001:KI63,Nick Hardt,Alicante,2022-10-03,F,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,True,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7909/ms003:A0FC,Nick Hardt,Alicante,2022-10-03,SF,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7909/ms007:N0AM,Nick Hardt,Alicante,2022-10-03,QF,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7909/ms015:A09U,Nick Hardt,Alicante,2022-10-03,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/7909/ms031:BU54,Nick Hardt,Alicante,2022-10-03,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,False,True,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9552/ms011:R0EB,Nick Hardt,Saint-Tropez,2022-10-10,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/9552/ms022:B0AY,Nick Hardt,Saint-Tropez,2022-10-10,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/2821/ms013:SX91,Nick Hardt,Sao Leopoldo,2022-11-14,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/2821/ms026:LA54,Nick Hardt,Sao Leopoldo,2022-11-14,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/2829/ms005:M0AW,Nick Hardt,Temuco,2022-11-21,QF,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/2829/ms010:A09P,Nick Hardt,Temuco,2022-11-21,R16,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/2829/ms020:BU64,Nick Hardt,Temuco,2022-11-21,R32,Challenger main draw,2022,2022-23,Result + serve/return totals,True,True,False,False,True,False,False,False,False,False,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/4274/ms001:D0DP,Nick Hardt,M15 Santo Domingo,2022-11-28,F,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/4274/ms002:L0G8,Nick Hardt,M15 Santo Domingo,2022-11-28,SF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/4274/ms004:D0H9,Nick Hardt,M15 Santo Domingo,2022-11-28,QF,ITF main draw,2022,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/4274/ms008:S0M9,Nick Hardt,M15 Santo Domingo,2022-11-28,R16,ITF main draw,2022,2022-23,"Result, no statistics",False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2022/4274/ms016:M0RX,Nick Hardt,M15 Santo Domingo,2022-11-28,R32,ITF main draw,2022,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/580/qs091:Y218,Nick Hardt,Australian Open,2023-01-16,Q1,Tour qualifying,2023,2022-23,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/9623/ms011:S0H2,Nick Hardt,Tenerife 1,2023-01-16,R16,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/9623/ms022:RH59,Nick Hardt,Tenerife 1,2023-01-16,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/6239/ms028:DB59,Nick Hardt,Quimper,2023-01-23,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/6239/qs008:TC95,Nick Hardt,Quimper,2023-01-23,Q2,Challenger qualifying,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/6239/qs016:SY72,Nick Hardt,Quimper,2023-01-23,Q1,Challenger qualifying,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/4290/ms000:CN78,Nick Hardt,G2 MON vs DOM Round 1,2023-01-30,RR,Davis Cup,2023,2022-23,Missing,True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/7468/ms004:BI81,Nick Hardt,M25 Santo Domingo,2023-02-20,QF,ITF main draw,2023,2022-23,"Result, no statistics",True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/7468/ms008:HG90,Nick Hardt,M25 Santo Domingo,2023-02-20,R16,ITF main draw,2023,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/7468/ms016:BK09,Nick Hardt,M25 Santo Domingo,2023-02-20,R32,ITF main draw,2023,2022-23,"Result, no statistics",True,True,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/2857/ms013:K0AZ,Nick Hardt,Waco,2023-02-27,R16,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/2857/ms026:K0EU,Nick Hardt,Waco,2023-02-27,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/404/qs045:DA81,Nick Hardt,ATP Masters 1000 Indian Wells,2023-03-06,Q1,Tour qualifying,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/8375/ms029:CG94,Nick Hardt,Mexico City,2023-03-27,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/213/ms023:Y171,Nick Hardt,San Luis Potosi,2023-04-03,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1210/ms009:V821,Nick Hardt,Buenos Aires (Argentino),2023-04-24,R16,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1210/ms019:M0OH,Nick Hardt,Buenos Aires (Argentino),2023-04-24,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1202/ms004:R0A7,Nick Hardt,Coquimbo,2023-05-01,QF,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1202/ms008:PC09,Nick Hardt,Coquimbo,2023-05-01,R16,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1202/ms016:M0OH,Nick Hardt,Coquimbo,2023-05-01,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/7077/ms009:SQ80,Nick Hardt,Prague 2,2023-05-08,R16,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/7077/ms018:GB53,Nick Hardt,Prague 2,2023-05-08,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/2871/qs016:R09V,Nick Hardt,Oeiras 4,2023-05-15,Q1,Challenger qualifying,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1204/ms005:GE28,Nick Hardt,Troisdorf,2023-05-29,QF,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1204/ms011:MJ71,Nick Hardt,Troisdorf,2023-05-29,R16,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1204/ms022:T0AP,Nick Hardt,Troisdorf,2023-05-29,R32,Challenger main draw,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1204/qs008:WB25,Nick Hardt,Troisdorf,2023-05-29,Q2,Challenger qualifying,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0A4:atp:2023/1204/qs016:LF26,Nick Hardt,Troisdorf,2023-05-29,Q1,Challenger qualifying,2023,2022-23,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
